Mouse_Tissue_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,ZT,Dissector,Tissue_weight_mg
089_CASTJ_10M_16,igvf_011,F4,Single,Gastrocnemius,CASTJ,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,8/9/22,69,15.8,NA,10/17/22,13:43 ,ZT7,BW,225
090_CASTJ_10F_16,igvf_011,F5,Single,Gastrocnemius,CASTJ,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,8/2/22,69,12.4,Diestrus,10/10/22,10:30 ,ZT4,BW,203
091_CASTJ_10M_16,igvf_011,F6,Single,Gastrocnemius,CASTJ,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,8/9/22,72,16.4,NA,10/20/22,12:38 ,ZT6,BW,242
094_CASTJ_10F_16,igvf_011,F7,Single,Gastrocnemius,CASTJ,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Diestrus,10/24/22,10:48 ,ZT4.5,BW,195
093_CASTJ_10M_16,igvf_011,F8,Single,Gastrocnemius,CASTJ,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,8/9/22,72,16.6,NA,10/20/22,13:05 ,ZT6.5,BW,224
058_WSBJ_10F_16,igvf_011,G1,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,NA,8/9/22,69,12.9,NA,10/17/22,9:46 ,ZT3.5,BW,162
057_WSBJ_10M_16,igvf_011,G2,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,NA,8/9/22,69,15.8,NA,10/17/22,11:07 ,ZT4.5,BW,216
064_WSBJ_10F_16,igvf_011,G3,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,5th_rep,8/9/22,69,12.4,NA,10/17/22,13:20 ,ZT7,BW,NA
059_WSBJ_10M_16,igvf_011,G4,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,8/9/22,69,16.9,NA,10/17/22,11:28 ,ZT5,BW,237
062_WSBJ_10F_16,igvf_011,G5,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,NA,8/9/22,69,12.8,NA,10/17/22,10:38 ,ZT4,BW,192
061_WSBJ_10M_16,igvf_011,G6,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,8/9/22,69,15.7,NA,10/17/22,12:10 ,ZT5.5,BW,241
096_WSBJ_10F_16,igvf_011,G7,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,8/23/22,69,12.2,Metestrus,10/31/22,10:35 ,ZT4,SK,183
063_WSBJ_10M_16,igvf_011,G8,Single,Gastrocnemius,WSBJ,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,8/9/22,69,15.5,NA,10/17/22,12:31 ,ZT6,BW,236
046_NZOJ_10F_16,igvf_011,H1,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,8/2/22,69,43.6,Diestrus,10/10/22,11:00 ,ZT4.5,BW,270
047_NZOJ_10M_16,igvf_011,H2,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,8/2/22,69,42.8,NA,10/10/22,14:30 ,ZT8,BW,359
048_NZOJ_10F_16,igvf_011,H3,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,8/2/22,69,44.9,Diestrus,10/10/22,11:30 ,ZT5,BW,298
049_NZOJ_10M_16,igvf_011,H4,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,15:00 ,ZT8.5,BW,340
050_NZOJ_10F_16,igvf_011,H5,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,8/2/22,69,41.8,Estrus,10/10/22,12:00 ,ZT5.5,BW,268
051_NZOJ_10M_16,igvf_011,H6,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,8/2/22,69,45.5,NA,10/10/22,15:30 ,ZT9,BW,308
052_NZOJ_10F_16,igvf_011,H7,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,8/2/22,69,40.2,Estrus,10/10/22,12:30 ,ZT6,BW,286
053_NZOJ_10M_16,igvf_011,H8,Single,Gastrocnemius,NZOJ,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,16:00 ,ZT9.5,BW,330
AB_M1_03,igvf_011,A10,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,017_B6J_10M_03,067_NODJ_10M_03,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F2_03,igvf_011,A11,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,018_B6J_10F_03,068_NODJ_10F_03,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M2_03,igvf_011,A12,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,019_B6J_10M_03,069_NODJ_10M_03,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F1_03,igvf_011,A9,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,016_B6J_10F_03,066_NODJ_10F_03,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M3_03,igvf_011,B10,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,021_B6J_10M_03,071_NODJ_10M_03,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F4_03,igvf_011,B11,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,024_B6J_10F_03,072_NODJ_10F_03,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_M4_03,igvf_011,B12,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,025_B6J_10M_03,073_NODJ_10M_03,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AB_F3_03,igvf_011,B9,Multiplexed,CortexHippocampus,B6J/NODJ,Parse_WT_Mega,v2,020_B6J_10F_03,070_NODJ_10F_03,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M1_03,igvf_011,C10,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,029_AJ_10M_03,077_PWKJ_10M_03,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F2_03,igvf_011,C11,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,028_AJ_10F_03,078_PWKJ_10F_03,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M2_03,igvf_011,C12,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,031_AJ_10M_03,079_PWKJ_10M_03,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F1_03,igvf_011,C9,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,026_AJ_10F_03,076_PWKJ_10F_03,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M3_03,igvf_011,D10,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,033_AJ_10M_03,081_PWKJ_10M_03,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F4_03,igvf_011,D11,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,032_AJ_10F_03,084_PWKJ_10F_03,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_M4_03,igvf_011,D12,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,035_AJ_10M_03,085_PWKJ_10M_03,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CD_F3_03,igvf_011,D9,Multiplexed,CortexHippocampus,AJ/PWKJ,Parse_WT_Mega,v2,030_AJ_10F_03,080_PWKJ_10F_03,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M1_03,igvf_011,E10,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,037_129S1J_10M_03,087_CASTJ_10M_03,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F2_03,igvf_011,E11,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,038_129S1J_10F_03,088_CASTJ_10F_03,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M2_03,igvf_011,E12,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,041_129S1J_10M_03,089_CASTJ_10M_03,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F1_03,igvf_011,E9,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,036_129S1J_10F_03,086_CASTJ_10F_03,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M3_03,igvf_011,F10,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,043_129S1J_10M_03,091_CASTJ_10M_03,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F4_03,igvf_011,F11,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,044_129S1J_10F_03,094_CASTJ_10F_03,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_M4_03,igvf_011,F12,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,045_129S1J_10M_03,093_CASTJ_10M_03,F,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EF_F3_03,igvf_011,F9,Multiplexed,CortexHippocampus,129S1J/CASTJ,Parse_WT_Mega,v2,040_129S1J_10F_03,090_CASTJ_10F_03,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M1_03,igvf_011,G10,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,057_WSBJ_10M_03,047_NZOJ_10M_03,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F2_03,igvf_011,G11,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,060_WSBJ_10F_03,048_NZOJ_10F_03,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M2_03,igvf_011,G12,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,059_WSBJ_10M_03,049_NZOJ_10M_03,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F1_03,igvf_011,G9,Multiplexed,CortexHippocampus,WSBJ/CASTJ,Parse_WT_Mega,v2,058_WSBJ_10F_03,092_CASTJ_10F_03,G,9,Nuclei,Female,PNM_02,Sample_swap,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M3_03,igvf_011,H10,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,061_WSBJ_10M_03,051_NZOJ_10M_03,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F4_03,igvf_011,H11,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,096_WSBJ_10F_03,052_NZOJ_10F_03,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_M4_03,igvf_011,H12,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,063_WSBJ_10M_03,053_NZOJ_10M_03,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH_F3_03,igvf_011,H9,Multiplexed,CortexHippocampus,WSBJ/NZOJ,Parse_WT_Mega,v2,062_WSBJ_10F_03,050_NZOJ_10F_03,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118_B6J_10F_21,igvf_b01,A1,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,1,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:20 ,ZT6,SK,137
117_B6J_10M_21,igvf_b01,A10,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,10,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.2,Diestrus,1/19/2023,10:57 ,ZT4.5,SK,119
118_B6J_10F_21,igvf_b01,A11,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,11,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:20 ,ZT6,SK,137
117_B6J_10M_21,igvf_b01,A12,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,12,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.2,Diestrus,1/19/2023,10:57 ,ZT4.5,SK,119
117_B6J_10M_21,igvf_b01,A2,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,2,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.2,Diestrus,1/19/2023,10:57 ,ZT4.5,SK,119
118_B6J_10F_21,igvf_b01,A3,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,3,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:20 ,ZT6,SK,137
117_B6J_10M_21,igvf_b01,A4,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,4,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.2,Diestrus,1/19/2023,10:57 ,ZT4.5,SK,119
118_B6J_10F_21,igvf_b01,A5,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,5,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:20 ,ZT6,SK,137
117_B6J_10M_21,igvf_b01,A6,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,6,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.2,Diestrus,1/19/2023,10:57 ,ZT4.5,SK,119
118_B6J_10F_21,igvf_b01,A7,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,7,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:20 ,ZT6,SK,137
117_B6J_10M_21,igvf_b01,A8,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,8,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.2,Diestrus,1/19/2023,10:57 ,ZT4.5,SK,119
118_B6J_10F_21,igvf_b01,A9,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,A,9,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:20 ,ZT6,SK,137
106_CASTJ_10F_21,igvf_b01,B1,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,1,Nuclei,Female,PNM_02,NA,11/22/2022,72,24,Diestrus,2/2/2023,10:35 ,ZT4,SK,147
105_CASTJ_10M_21,igvf_b01,B10,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,10,Nuclei,Male,PNM_02,NA,11/22/2022,72,20.4,Metestrus,2/2/2023,10:07 ,ZT3.5,SK,138
106_CASTJ_10F_21,igvf_b01,B11,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,11,Nuclei,Female,PNM_02,NA,11/22/2022,72,24,Diestrus,2/2/2023,10:35 ,ZT4,SK,147
105_CASTJ_10M_21,igvf_b01,B12,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,12,Nuclei,Male,PNM_02,NA,11/22/2022,72,20.4,Metestrus,2/2/2023,10:07 ,ZT3.5,SK,138
105_CASTJ_10M_21,igvf_b01,B2,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,2,Nuclei,Male,PNM_02,NA,11/22/2022,72,20.4,Metestrus,2/2/2023,10:07 ,ZT3.5,SK,138
106_CASTJ_10F_21,igvf_b01,B3,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,3,Nuclei,Female,PNM_02,NA,11/22/2022,72,24,Diestrus,2/2/2023,10:35 ,ZT4,SK,147
105_CASTJ_10M_21,igvf_b01,B4,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,4,Nuclei,Male,PNM_02,NA,11/22/2022,72,20.4,Metestrus,2/2/2023,10:07 ,ZT3.5,SK,138
106_CASTJ_10F_21,igvf_b01,B5,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,5,Nuclei,Female,PNM_02,NA,11/22/2022,72,24,Diestrus,2/2/2023,10:35 ,ZT4,SK,147
105_CASTJ_10M_21,igvf_b01,B6,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,6,Nuclei,Male,PNM_02,NA,11/22/2022,72,20.4,Metestrus,2/2/2023,10:07 ,ZT3.5,SK,138
106_CASTJ_10F_21,igvf_b01,B7,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,7,Nuclei,Female,PNM_02,NA,11/22/2022,72,24,Diestrus,2/2/2023,10:35 ,ZT4,SK,147
105_CASTJ_10M_21,igvf_b01,B8,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,8,Nuclei,Male,PNM_02,NA,11/22/2022,72,20.4,Metestrus,2/2/2023,10:07 ,ZT3.5,SK,138
106_CASTJ_10F_21,igvf_b01,B9,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,B,9,Nuclei,Female,PNM_02,NA,11/22/2022,72,24,Diestrus,2/2/2023,10:35 ,ZT4,SK,147
120_B6J_10F_21,igvf_b01,C1,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,1,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:34 ,ZT6,SK,133
119_B6J_10M_21,igvf_b01,C10,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,10,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.8,Metestrus,1/19/2023,11:05 ,ZT4.5,SK,106
120_B6J_10F_21,igvf_b01,C11,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,11,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:34 ,ZT6,SK,133
119_B6J_10M_21,igvf_b01,C12,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,12,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.8,Metestrus,1/19/2023,11:05 ,ZT4.5,SK,106
119_B6J_10M_21,igvf_b01,C2,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,2,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.8,Metestrus,1/19/2023,11:05 ,ZT4.5,SK,106
120_B6J_10F_21,igvf_b01,C3,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,3,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:34 ,ZT6,SK,133
119_B6J_10M_21,igvf_b01,C4,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,4,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.8,Metestrus,1/19/2023,11:05 ,ZT4.5,SK,106
120_B6J_10F_21,igvf_b01,C5,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,5,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:34 ,ZT6,SK,133
119_B6J_10M_21,igvf_b01,C6,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.8,Metestrus,1/19/2023,11:05 ,ZT4.5,SK,106
120_B6J_10F_21,igvf_b01,C7,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:34 ,ZT6,SK,133
119_B6J_10M_21,igvf_b01,C8,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,11/8/2022,72,13.8,Metestrus,1/19/2023,11:05 ,ZT4.5,SK,106
120_B6J_10F_21,igvf_b01,C9,Single,LeftCortex,B6J,Parse_WT,v2,NA,NA,C,9,Nuclei,Female,PNM_02,NA,11/8/2022,72,14.9,Metestrus,1/19/2023,12:34 ,ZT6,SK,133
108_CASTJ_10F_21,igvf_b01,D1,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,11/22/2022,72,24.9,Metestrus,2/2/2023,10:44 ,ZT4,SK,141
107_CASTJ_10M_21,igvf_b01,D10,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,10,Nuclei,Male,PNM_02,NA,11/22/2022,72,21.3,Metestrus,2/2/2023,10:16 ,ZT4,SK,156
108_CASTJ_10F_21,igvf_b01,D11,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,11,Nuclei,Female,PNM_02,NA,11/22/2022,72,24.9,Metestrus,2/2/2023,10:44 ,ZT4,SK,141
107_CASTJ_10M_21,igvf_b01,D12,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,12,Nuclei,Male,PNM_02,NA,11/22/2022,72,21.3,Metestrus,2/2/2023,10:16 ,ZT4,SK,156
107_CASTJ_10M_21,igvf_b01,D2,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,11/22/2022,72,21.3,Metestrus,2/2/2023,10:16 ,ZT4,SK,156
108_CASTJ_10F_21,igvf_b01,D3,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,11/22/2022,72,24.9,Metestrus,2/2/2023,10:44 ,ZT4,SK,141
107_CASTJ_10M_21,igvf_b01,D4,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,11/22/2022,72,21.3,Metestrus,2/2/2023,10:16 ,ZT4,SK,156
108_CASTJ_10F_21,igvf_b01,D5,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,11/22/2022,72,24.9,Metestrus,2/2/2023,10:44 ,ZT4,SK,141
107_CASTJ_10M_21,igvf_b01,D6,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,11/22/2022,72,21.3,Metestrus,2/2/2023,10:16 ,ZT4,SK,156
108_CASTJ_10F_21,igvf_b01,D7,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,11/22/2022,72,24.9,Metestrus,2/2/2023,10:44 ,ZT4,SK,141
107_CASTJ_10M_21,igvf_b01,D8,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,11/22/2022,72,21.3,Metestrus,2/2/2023,10:16 ,ZT4,SK,156
108_CASTJ_10F_21,igvf_b01,D9,Single,LeftCortex,CASTJ,Parse_WT,v2,NA,NA,D,9,Nuclei,Female,PNM_02,NA,11/22/2022,72,24.9,Metestrus,2/2/2023,10:44 ,ZT4,SK,141
016_B6J_10F_08,igvf_012,A1,Single,Adrenal,B6J,Parse_WT,v2,NA,NA,A,1,Nuclei,Female,PNM_02,Replacement,8/16/22,72,21.1,Diestrus,10/27/22,9:01 ,ZT2.5,GM,15
016_B6J_10F_08,igvf_012,A2,Single,Adrenal,B6J,Parse_WT,v2,NA,NA,A,2,Nuclei,Female,PNM_02,Replacement,8/16/22,72,21.1,Diestrus,10/27/22,9:01 ,ZT2.5,GM,15
016_B6J_10F_08,igvf_012,A3,Single,Adrenal,B6J,Parse_WT,v2,NA,NA,A,3,Nuclei,Female,PNM_02,Replacement,8/16/22,72,21.1,Diestrus,10/27/22,9:01 ,ZT2.5,GM,15
016_B6J_10F_08,igvf_012,A4,Single,Adrenal,B6J,Parse_WT,v2,NA,NA,A,4,Nuclei,Female,PNM_02,Replacement,8/16/22,72,21.1,Diestrus,10/27/22,9:01 ,ZT2.5,GM,15
022_B6J_10F_16,igvf_012,A5,Single,Gastrocnemius,B6J,Parse_WT,v2,NA,NA,A,5,Nuclei,Female,PNM_02,Replacement,8/16/2022,72,20.8,Estrus,10/27/2022,10:43 ,ZT4,SK,NA
022_B6J_10F_16,igvf_012,A6,Single,Gastrocnemius,B6J,Parse_WT,v2,NA,NA,A,6,Nuclei,Female,PNM_02,Replacement,8/16/2022,72,20.8,Estrus,10/27/2022,10:43 ,ZT4,SK,NA
022_B6J_10F_16,igvf_012,A7,Single,Gastrocnemius,B6J,Parse_WT,v2,NA,NA,A,7,Nuclei,Female,PNM_02,Replacement,8/16/2022,72,20.8,Estrus,10/27/2022,10:43 ,ZT4,SK,NA
022_B6J_10F_16,igvf_012,A8,Single,Gastrocnemius,B6J,Parse_WT,v2,NA,NA,A,8,Nuclei,Female,PNM_02,Replacement,8/16/2022,72,20.8,Estrus,10/27/2022,10:43 ,ZT4,SK,NA
029_AJ_10M_06,igvf_012,A9,Single,Heart,AJ,Parse_WT,v2,NA,NA,A,9,Nuclei,Male,PNM_02,Replacement,7/26/22,69,21.1,NA,10/3/22,12:20 ,ZT6,GM,125
029_AJ_10M_06,igvf_012,A10,Single,Heart,AJ,Parse_WT,v2,NA,NA,A,10,Nuclei,Male,PNM_02,Replacement,7/26/22,69,21.1,NA,10/3/22,12:20 ,ZT6,GM,125
029_AJ_10M_06,igvf_012,A11,Single,Heart,AJ,Parse_WT,v2,NA,NA,A,11,Nuclei,Male,PNM_02,Replacement,7/26/22,69,21.1,NA,10/3/22,12:20 ,ZT6,GM,125
029_AJ_10M_06,igvf_012,A12,Single,Heart,AJ,Parse_WT,v2,NA,NA,A,12,Nuclei,Male,PNM_02,Replacement,7/26/22,69,21.1,NA,10/3/22,12:20 ,ZT6,GM,125
